time,alkalinity_mgl,co2_mgl,h2s_ugl,o2_mgl,o2_sat
2022-07-03T15:58:48.025840Z,,3.68,,,
2022-07-03T15:59:48.646307Z,127.78,,0.01,9.8,
2022-07-03T16:00:49.515722Z,128.37,3.7,-0.01,9.8,97.45
2022-07-03T16:02:49.984554Z,127.57,3.66,0.01,9.8,97.44
2022-07-03T16:03:50.242082Z,126.12,3.63,0.02,9.8,97.42
2022-07-03T16:05:51.284255Z,125.8,3.63,0.01,9.8,97.41
2022-07-03T16:06:52.097743Z,127.44,3.68,0.01,9.79,97.37
2022-07-03T16:08:53.022440Z,126.97,3.66,-0.0,,97.36
2022-07-03T16:09:53.242491Z,127.17,3.67,0.02,9.79,
2022-07-03T16:11:53.795750Z,128.25,3.7,0.01,9.79,97.32
2022-07-03T16:12:53.874702Z,127.67,3.68,0.01,9.79,97.31
2022-07-03T16:14:55.111579Z,127.72,3.7,0.0,9.78,97.22
2022-07-03T16:15:56.032263Z,128.22,3.69,,9.78,97.24
2022-07-03T16:17:56.024962Z,128.15,3.68,0.0,,97.21
2022-07-03T16:18:56.146137Z,127.42,3.68,0.01,9.77,97.18
2022-07-03T16:20:56.887626Z,128.08,3.69,0.01,9.77,97.14
2022-07-03T16:21:57.349827Z,128.13,3.7,0.0,9.77,97.15
2022-07-03T16:23:57.593889Z,127.1,3.67,0.01,9.77,97.14
2022-07-03T16:25:58.672780Z,128.51,3.7,0.02,,97.12
2022-07-03T16:26:59.438249Z,127.96,3.7,0.0,9.76,97.09
2022-07-03T16:29:01.069532Z,128.65,3.71,0.01,9.76,97.04
2022-07-03T16:30:01.187650Z,129.05,3.72,0.0,9.76,97.04
2022-07-03T16:32:01.398283Z,128.05,3.7,0.01,9.76,97.04
2022-07-03T16:33:01.691478Z,128.77,3.71,,9.76,97.04
2022-07-03T16:35:02.872737Z,128.75,3.72,0.0,9.76,97.02
2022-07-03T16:36:03.530187Z,128.55,3.7,0.02,9.75,96.98
2022-07-03T16:38:04.504657Z,129.13,3.72,-0.0,,96.94
2022-07-03T16:39:05.058509Z,128.38,3.7,,9.75,96.93
2022-07-03T16:41:05.215464Z,130.37,3.78,,9.75,96.9
2022-07-03T16:42:05.222529Z,129.8,3.72,0.0,9.75,
2022-07-03T16:44:05.724237Z,130.09,3.76,0.01,,96.88
2022-07-03T16:45:06.575440Z,130.29,3.75,0.01,9.74,96.85
2022-07-03T16:47:07.683479Z,129.48,3.74,0.01,,
2022-07-03T16:49:08.073600Z,129.34,3.74,0.01,,96.76
2022-07-03T16:50:08.093972Z,129.99,3.74,0.0,9.73,96.7
2022-07-03T16:52:08.477092Z,130.44,3.74,0.0,,96.73
2022-07-03T16:53:08.614192Z,129.32,3.73,0.0,9.74,96.82
2022-07-03T16:55:09.279371Z,129.1,3.72,-0.01,9.72,96.68
2022-07-03T16:56:09.542040Z,129.2,3.74,-0.0,,96.66
2022-07-03T16:58:10.150858Z,130.34,3.73,0.01,9.72,96.63
2022-07-03T16:59:10.100617Z,129.81,3.73,,,96.61
2022-07-03T17:01:10.306764Z,130.39,3.75,0.01,9.71,96.58
2022-07-03T17:02:10.253349Z,130.28,3.76,0.0,,96.59
2022-07-03T17:04:10.405430Z,129.63,3.74,0.0,,96.61
2022-07-03T17:05:10.794932Z,131.15,3.8,0.0,9.72,96.6
2022-07-03T17:07:11.396376Z,130.04,3.73,0.0,,96.56
2022-07-03T17:09:11.518243Z,131.37,3.79,0.0,9.71,96.55
2022-07-03T17:10:12.221085Z,130.71,3.77,,,
2022-07-03T17:12:13.045541Z,130.98,3.78,0.0,9.71,96.55
2022-07-03T17:13:13.218651Z,131.0,3.79,0.01,,
2022-07-03T17:15:14.738524Z,130.03,3.77,0.01,9.71,96.54
2022-07-03T17:16:15.412287Z,130.31,3.75,0.0,,96.55
2022-07-03T17:18:16.175571Z,130.02,3.75,0.01,9.71,96.48
2022-07-03T17:19:16.433053Z,129.46,3.73,0.0,,96.45
2022-07-03T17:21:17.011292Z,130.03,3.76,0.01,,96.43
2022-07-03T17:22:17.367318Z,130.76,3.77,0.0,9.7,96.41
2022-07-03T17:24:18.288404Z,130.75,3.79,-0.01,,96.41
2022-07-03T17:25:18.543279Z,129.91,3.75,0.01,9.7,96.4
2022-07-03T17:27:19.123926Z,130.64,,0.01,,96.4
2022-07-03T17:28:19.242382Z,130.6,3.76,0.01,9.69,96.37
2022-07-03T17:30:19.544740Z,130.21,3.76,-0.0,9.69,96.31
2022-07-03T17:32:20.610888Z,130.41,3.78,-0.0,9.69,96.33
2022-07-03T17:33:20.874401Z,130.79,3.75,0.0,9.69,96.27
2022-07-03T17:35:21.634843Z,129.86,3.75,-0.01,9.69,96.34
2022-07-03T17:36:21.992897Z,130.41,3.75,0.01,9.69,96.36
2022-07-03T17:38:23.045764Z,130.28,3.74,0.0,9.69,96.29
2022-07-03T17:39:23.384109Z,129.18,3.72,0.0,9.68,96.27
2022-07-03T17:41:23.895137Z,128.76,3.71,0.0,9.68,96.23
2022-07-03T17:42:23.928680Z,129.87,3.74,0.0,9.68,96.23
2022-07-03T17:44:24.349455Z,129.77,3.76,-0.0,,96.18
2022-07-03T17:45:24.415871Z,132.18,3.82,-0.01,9.67,96.18
2022-07-03T17:47:25.268392Z,130.16,3.75,0.0,9.68,96.21
2022-07-03T17:48:26.039102Z,129.34,3.73,0.01,9.67,96.18
2022-07-03T17:50:27.164681Z,129.72,3.75,-0.01,,96.17
2022-07-03T17:51:27.175262Z,129.29,3.72,0.01,9.67,
2022-07-03T17:53:28.211563Z,130.71,3.76,-0.01,,96.12
2022-07-03T17:54:28.200220Z,130.61,3.78,0.01,9.67,96.14
2022-07-03T17:56:29.066990Z,131.36,3.78,0.01,,96.13
2022-07-03T17:57:29.484216Z,129.96,3.75,-0.01,9.67,96.12
2022-07-03T17:59:30.724905Z,131.28,3.8,0.0,,
2022-07-03T18:00:31.402766Z,130.85,3.76,0.0,9.67,96.12
2022-07-03T18:02:32.150177Z,130.75,3.76,-0.0,,
2022-07-03T18:04:33.408085Z,130.17,3.76,-0.0,9.67,96.12
2022-07-03T18:05:33.564831Z,130.3,3.76,-0.0,,
2022-07-03T18:07:34.534660Z,131.56,3.78,0.01,9.67,96.12
2022-07-03T18:08:34.546488Z,129.99,3.75,0.0,9.66,96.08
2022-07-03T18:10:35.302298Z,130.18,3.75,-0.0,9.66,96.04
2022-07-03T18:11:35.888520Z,131.46,3.79,,9.66,96.05
2022-07-03T18:13:36.552342Z,130.74,3.77,-0.01,9.66,
2022-07-03T18:14:36.525367Z,131.81,3.79,-0.0,9.66,96.02
2022-07-03T18:16:37.334066Z,131.46,3.8,-0.01,9.66,96.02
2022-07-03T18:17:37.639162Z,131.62,3.79,-0.01,9.66,
2022-07-03T18:19:38.045062Z,131.7,3.8,-0.0,9.65,95.97
2022-07-03T18:20:38.444409Z,131.44,3.78,0.0,9.65,96.0
2022-07-03T18:22:39.141995Z,130.48,3.75,0.0,9.65,95.97
2022-07-03T18:23:39.211953Z,130.58,3.77,0.0,9.66,96.01
2022-07-03T18:25:39.826246Z,131.89,3.81,,9.65,95.96
2022-07-03T18:26:39.845237Z,,3.77,0.0,,95.96
2022-07-03T18:27:40.228274Z,131.5,,,,
2022-07-03T18:28:41.132133Z,131.07,3.77,0.01,9.65,95.96
2022-07-03T18:30:41.937996Z,130.07,3.75,0.0,9.65,
2022-07-03T18:31:42.214907Z,130.98,3.78,0.0,9.64,95.86
2022-07-03T18:33:43.419522Z,131.51,3.8,-0.0,,95.86
2022-07-03T18:34:43.511501Z,131.85,3.79,0.0,9.64,95.87
2022-07-03T18:36:45.054894Z,131.14,3.78,0.01,,95.84
2022-07-03T18:37:45.249437Z,131.54,3.79,,9.64,95.83
2022-07-03T18:39:46.385283Z,131.81,3.77,0.0,9.64,95.83
2022-07-03T18:40:46.625451Z,129.8,3.74,-0.0,9.64,95.85
2022-07-03T18:42:47.286077Z,132.75,3.83,0.0,9.63,95.8
2022-07-03T18:43:48.139386Z,133.18,3.84,-0.01,9.64,95.79
2022-07-03T18:45:48.481516Z,132.18,3.82,0.0,9.64,95.81
2022-07-03T18:46:48.383444Z,133.0,3.85,0.0,9.64,95.8
2022-07-03T18:48:49.401385Z,132.98,3.84,-0.01,9.64,95.83
2022-07-03T18:49:49.491294Z,133.32,3.85,,9.64,95.83
2022-07-03T18:51:49.890271Z,133.34,3.84,0.0,9.63,95.8
2022-07-03T18:52:50.033954Z,133.15,3.84,0.0,9.64,95.79
2022-07-03T18:54:50.963880Z,132.11,3.8,-0.01,9.63,95.79
2022-07-03T18:55:50.968449Z,,3.82,,,
2022-07-03T18:56:51.242056Z,132.91,,-0.0,9.63,95.77
2022-07-03T18:57:51.131282Z,133.17,,0.0,9.63,95.77
2022-07-03T18:59:51.946745Z,132.78,3.84,0.01,9.63,95.77
2022-07-03T19:00:52.541653Z,133.1,3.84,0.0,9.63,95.79
2022-07-03T19:02:53.141376Z,132.96,3.84,-0.0,9.64,95.79
2022-07-03T19:03:53.180512Z,132.98,3.83,0.0,,95.82
2022-07-03T19:05:54.388578Z,133.05,3.84,-0.01,9.64,95.83
2022-07-03T19:06:54.619384Z,131.97,3.79,,,95.78
2022-07-03T19:08:55.635075Z,132.79,3.82,-0.01,9.64,95.79
2022-07-03T19:09:56.293969Z,132.17,3.83,-0.0,,95.76
2022-07-03T19:11:57.429845Z,132.48,3.82,0.0,9.64,95.79
2022-07-03T19:12:57.384873Z,132.89,3.85,-0.01,9.63,95.77
2022-07-03T19:14:58.695530Z,133.86,,-0.01,,95.76
2022-07-03T19:15:58.868547Z,133.75,3.84,0.01,9.64,95.77
2022-07-03T19:17:59.800461Z,133.78,3.86,,9.63,95.75
2022-07-03T19:19:00.435481Z,133.38,3.83,0.0,9.63,95.74
2022-07-03T19:21:00.775170Z,133.63,3.85,-0.01,9.63,95.73
2022-07-03T19:22:01.646546Z,134.1,3.87,-0.0,9.63,95.72
2022-07-03T19:24:02.788574Z,133.34,3.83,,9.63,95.73
2022-07-03T19:26:03.707383Z,133.93,3.85,0.01,,95.68
2022-07-03T19:27:04.622326Z,132.6,3.83,-0.01,9.63,95.69
2022-07-03T19:29:05.506260Z,132.05,3.8,-0.0,,95.62
2022-07-03T19:30:06.335753Z,131.96,3.83,0.01,9.63,95.69
2022-07-03T19:32:06.924281Z,132.1,3.81,-0.01,,95.69
2022-07-03T19:33:07.469390Z,131.96,3.8,-0.0,9.63,95.69
2022-07-03T19:35:08.132227Z,131.32,3.79,-0.0,,95.68
2022-07-03T19:36:08.537848Z,130.84,3.78,-0.01,9.63,95.68
2022-07-03T19:38:08.642880Z,130.37,3.76,-0.0,,95.68
2022-07-03T19:39:08.933559Z,130.13,3.75,-0.01,9.64,95.71
2022-07-03T19:41:09.501727Z,130.57,3.76,-0.0,9.63,95.66
2022-07-03T19:42:09.741941Z,130.1,3.75,0.0,,95.66
2022-07-03T19:44:11.477534Z,130.47,3.77,-0.0,9.64,
2022-07-03T19:45:12.435499Z,130.37,3.76,-0.01,,95.71
2022-07-03T19:47:13.219062Z,129.4,3.72,,9.64,
2022-07-03T19:48:14.167388Z,129.14,,0.0,,95.71
2022-07-03T19:50:14.773510Z,129.16,3.72,-0.0,9.64,
2022-07-03T19:52:15.929362Z,128.9,3.73,-0.01,9.64,95.71
2022-07-03T19:53:15.894095Z,128.99,3.7,,,95.71
2022-07-03T19:55:16.346174Z,128.47,3.69,-0.0,9.64,95.75
2022-07-03T19:56:16.330537Z,127.65,3.68,0.01,,95.73
2022-07-03T19:58:17.058465Z,127.93,3.67,-0.01,9.64,
2022-07-03T19:59:17.127297Z,128.09,3.71,0.01,,95.72
2022-07-03T20:01:18.167277Z,127.61,3.67,-0.01,9.64,
2022-07-03T20:02:18.165049Z,127.42,3.66,-0.0,,95.75
2022-07-03T20:04:19.647291Z,127.43,3.66,-0.0,9.64,95.76
2022-07-03T20:05:19.765303Z,126.86,3.66,-0.0,,95.76
2022-07-03T20:07:19.862488Z,127.77,3.7,-0.0,9.64,95.78
2022-07-03T20:08:19.841307Z,127.46,3.66,0.0,9.65,95.81
2022-07-03T20:10:20.241387Z,127.26,3.67,0.0,,95.82
2022-07-03T20:11:20.404212Z,127.08,3.66,-0.01,9.65,95.85
2022-07-03T20:13:20.776087Z,127.43,3.68,,,95.83
2022-07-03T20:14:21.315280Z,127.81,3.69,-0.01,9.65,95.82
2022-07-03T20:16:22.189351Z,126.65,3.64,-0.0,,95.85
2022-07-03T20:17:22.705087Z,126.09,3.65,-0.01,9.66,95.9
2022-07-03T20:19:23.639409Z,125.47,3.63,,9.65,95.83
2022-07-03T20:21:24.357401Z,126.69,3.67,-0.0,9.65,
2022-07-03T20:22:24.814325Z,126.69,3.64,-0.01,9.66,95.93
2022-07-03T20:24:24.964865Z,124.94,3.61,-0.0,,95.97
2022-07-03T20:25:25.040795Z,125.77,3.64,-0.02,9.66,95.99
2022-07-03T20:27:25.841060Z,126.81,3.65,-0.0,9.66,95.97
2022-07-03T20:28:26.217189Z,126.64,3.65,-0.01,9.67,96.02
2022-07-03T20:30:27.044033Z,124.87,3.61,-0.0,,96.0
2022-07-03T20:31:26.989394Z,126.31,3.63,,9.67,96.02
2022-07-03T20:33:27.590453Z,124.64,3.6,0.01,,96.05
2022-07-03T20:34:28.012058Z,125.49,3.62,0.0,9.67,96.08
2022-07-03T20:36:29.203893Z,124.97,3.59,0.01,,96.08
2022-07-03T20:37:29.321450Z,125.02,3.62,0.01,9.67,96.08
2022-07-03T20:39:29.426755Z,123.88,3.58,-0.0,9.67,96.08
2022-07-03T20:40:29.818814Z,124.17,,-0.01,9.67,96.08
2022-07-03T20:42:30.158038Z,125.44,3.63,-0.0,9.67,96.09
2022-07-03T20:43:30.295450Z,,3.61,-0.0,9.68,
2022-07-03T20:44:31.089068Z,125.7,,,,96.1
2022-07-03T20:45:31.488208Z,125.07,3.61,-0.0,,96.12
2022-07-03T20:47:32.593299Z,124.43,3.58,,9.68,96.12
2022-07-03T20:48:32.664314Z,124.37,3.58,-0.01,,96.11
2022-07-03T20:50:33.235115Z,125.64,3.62,0.01,9.68,96.13
2022-07-03T20:51:33.415267Z,125.45,3.62,-0.0,9.67,96.1
2022-07-03T20:53:34.694115Z,124.69,3.6,0.0,,96.11
2022-07-03T20:54:34.665236Z,124.42,3.59,0.0,9.67,96.08
2022-07-03T20:56:35.424622Z,125.72,3.63,-0.01,9.68,96.1
2022-07-03T20:57:35.635516Z,124.74,3.59,-0.0,,96.12
2022-07-03T20:59:36.030522Z,125.42,3.62,-0.0,9.68,96.08
2022-07-03T21:00:36.224247Z,125.08,3.59,-0.01,,96.1
2022-07-03T21:02:37.575823Z,124.05,3.59,-0.01,,96.08
2022-07-03T21:03:38.207245Z,124.99,3.6,0.0,9.68,96.04
2022-07-03T21:05:38.700999Z,124.95,3.6,0.0,,96.06
2022-07-03T21:07:39.217757Z,124.15,3.58,-0.01,9.68,96.05
2022-07-03T21:08:39.311445Z,124.03,3.57,0.01,,96.09
2022-07-03T21:10:40.044523Z,124.63,,-0.0,9.68,96.1
2022-07-03T21:11:40.894553Z,124.51,3.59,,,96.09
2022-07-03T21:13:41.880461Z,124.06,3.59,-0.01,9.68,
2022-07-03T21:14:42.246803Z,123.78,3.56,-0.01,9.69,96.13
2022-07-03T21:16:43.235638Z,122.88,3.55,-0.01,9.69,96.16
2022-07-03T21:17:43.187483Z,123.63,3.56,-0.01,9.69,96.15
2022-07-03T21:19:44.441108Z,123.34,3.57,-0.0,,96.15
2022-07-03T21:20:45.334761Z,123.25,3.55,0.0,9.69,
2022-07-03T21:22:46.281582Z,122.67,3.55,0.0,9.69,96.15
2022-07-03T21:23:46.624870Z,124.09,3.57,-0.0,9.69,
2022-07-03T21:25:46.671508Z,123.74,3.56,-0.01,9.7,96.19
2022-07-03T21:26:47.092696Z,123.69,3.55,0.01,9.69,96.18
2022-07-03T21:28:48.407930Z,123.42,3.56,-0.01,9.69,96.2
2022-07-03T21:30:49.606326Z,123.57,3.56,-0.01,9.69,96.2
2022-07-03T21:31:49.565151Z,122.69,3.53,,,96.16
2022-07-03T21:33:49.905537Z,123.39,3.56,0.0,,
2022-07-03T21:34:49.834409Z,122.69,3.54,-0.01,9.7,96.2
2022-07-03T21:36:51.648174Z,124.35,3.58,-0.01,,
2022-07-03T21:37:51.696196Z,123.48,3.55,0.01,9.7,96.2
2022-07-03T21:39:52.477839Z,124.2,3.57,0.0,,96.22
2022-07-03T21:40:52.524498Z,124.72,3.6,0.01,9.7,96.25
2022-07-03T21:42:53.187570Z,124.16,3.58,-0.01,,96.25
2022-07-03T21:43:53.245445Z,123.91,3.57,-0.0,9.7,96.26
2022-07-03T21:45:54.317903Z,122.56,3.53,0.01,,96.26
2022-07-03T21:46:54.597045Z,123.36,3.56,0.01,9.7,96.27
2022-07-03T21:48:54.853618Z,123.99,3.57,,,96.23
2022-07-03T21:49:54.974447Z,123.11,3.54,-0.01,9.7,96.26
2022-07-03T21:51:56.112202Z,122.84,3.55,-0.01,,96.27
2022-07-03T21:53:57.458584Z,122.71,3.54,-0.01,9.7,96.31
2022-07-03T21:54:57.701457Z,123.03,3.54,0.0,,96.26
2022-07-03T21:56:58.168990Z,122.1,3.55,-0.0,,96.26
2022-07-03T21:57:58.506701Z,123.36,3.55,-0.0,9.7,96.26
2022-07-03T21:59:59.042482Z,122.25,3.51,-0.0,9.71,96.29
2022-07-03T22:00:59.921271Z,122.68,3.55,0.0,,96.35
2022-07-03T22:03:00.275139Z,122.79,3.55,0.01,9.71,96.37
2022-07-03T22:04:00.351546Z,123.15,3.55,0.0,9.71,96.4
2022-07-03T22:06:00.943972Z,123.11,3.54,-0.0,9.71,96.34
2022-07-03T22:07:01.815061Z,122.86,3.55,0.0,9.71,96.31
2022-07-03T22:09:02.408690Z,124.44,3.59,0.01,9.71,96.33
2022-07-03T22:10:02.780294Z,124.22,3.58,-0.01,9.71,96.39
2022-07-03T22:12:03.441729Z,125.74,3.63,0.01,9.71,
2022-07-03T22:14:03.598338Z,124.87,3.61,-0.0,,96.33
2022-07-03T22:15:04.337245Z,125.06,3.61,0.0,9.71,96.35
2022-07-03T22:17:05.728395Z,124.51,3.6,,9.72,
2022-07-03T22:18:06.134054Z,124.92,3.61,-0.0,,96.42
2022-07-03T22:20:07.254494Z,124.33,3.58,0.01,9.71,96.34
2022-07-03T22:21:07.371412Z,124.18,3.59,0.0,9.71,96.32
2022-07-03T22:23:08.200216Z,123.81,,,,96.42
2022-07-03T22:24:08.945626Z,124.24,3.58,-0.0,9.72,96.42
2022-07-03T22:26:09.091114Z,123.88,3.57,-0.0,,96.45
2022-07-03T22:27:09.745689Z,123.96,3.58,0.01,9.72,96.43
2022-07-03T22:29:11.299758Z,123.97,3.57,-0.01,,96.46
2022-07-03T22:30:12.182096Z,123.1,3.54,0.0,9.72,96.44
2022-07-03T22:32:12.296736Z,125.01,3.6,-0.01,,96.43
2022-07-03T22:33:12.330777Z,124.59,3.59,-0.0,9.72,96.45
2022-07-03T22:35:12.825610Z,123.86,3.58,0.0,,96.45
2022-07-03T22:36:13.648535Z,123.94,3.58,-0.0,9.72,96.44
2022-07-03T22:38:14.585360Z,125.2,3.62,0.0,,96.44
2022-07-03T22:40:15.430872Z,125.61,3.61,-0.01,9.72,96.44
2022-07-03T22:41:15.621442Z,124.91,3.61,-0.0,,96.44
2022-07-03T22:43:15.774165Z,123.86,3.58,0.0,9.72,96.46
2022-07-03T22:44:16.041179Z,124.53,3.59,-0.0,,96.44
2022-07-03T22:46:17.494997Z,125.07,3.6,0.01,,96.43
2022-07-03T22:47:17.875948Z,124.83,3.61,0.0,9.72,96.46
2022-07-03T22:49:17.967740Z,124.78,3.6,0.01,,96.44
2022-07-03T22:50:18.365577Z,124.22,3.59,-0.01,9.72,96.46
2022-07-03T22:52:19.817439Z,125.23,,-0.0,,96.45
2022-07-03T22:53:20.068458Z,124.84,3.6,0.01,9.72,96.44
2022-07-03T22:55:20.164804Z,125.11,3.62,0.0,,96.46
2022-07-03T22:56:20.706968Z,125.3,3.6,,9.73,96.46
2022-07-03T22:58:22.198472Z,125.01,3.61,-0.0,,96.45
2022-07-03T23:00:22.771693Z,125.04,3.59,0.01,9.72,96.45
2022-07-03T23:01:23.030263Z,124.6,3.62,-0.0,,96.43
2022-07-03T23:03:23.674422Z,126.91,3.65,0.01,9.72,96.47
2022-07-03T23:04:23.725774Z,126.11,3.64,-0.01,,96.44
2022-07-03T23:06:24.280675Z,126.15,3.63,0.01,9.72,96.44
2022-07-03T23:07:24.297716Z,126.07,3.64,0.0,,96.44
2022-07-03T23:09:24.638077Z,126.26,3.64,0.0,9.72,96.47
2022-07-03T23:10:25.377778Z,126.33,3.65,0.01,,96.42
2022-07-03T23:12:25.453705Z,126.37,3.65,-0.0,,96.43
2022-07-03T23:13:25.439746Z,127.18,3.69,-0.01,9.72,96.39
2022-07-03T23:15:25.893252Z,125.61,3.61,0.01,9.72,96.36
2022-07-03T23:16:26.118351Z,125.69,3.64,-0.0,9.71,96.34
2022-07-03T23:18:26.303243Z,127.03,3.66,0.0,9.71,96.31
2022-07-03T23:20:26.707067Z,127.74,3.68,0.0,9.71,96.38
2022-07-03T23:21:26.624078Z,127.65,,0.0,,96.31
2022-07-03T23:23:27.334793Z,128.61,3.7,0.0,9.7,96.26
2022-07-03T23:24:27.451225Z,128.07,3.7,,9.7,96.25
2022-07-03T23:26:28.525537Z,128.32,3.7,0.01,9.7,96.24
2022-07-03T23:27:29.342456Z,127.97,3.68,-0.01,9.7,96.26
2022-07-03T23:29:30.503333Z,129.11,3.7,0.0,,96.24
2022-07-03T23:30:31.283958Z,127.35,3.67,0.01,9.7,96.24
2022-07-03T23:32:32.126098Z,127.26,3.68,0.0,,96.23
2022-07-03T23:33:32.124468Z,127.98,3.68,0.01,9.7,96.22
2022-07-03T23:35:33.277696Z,128.1,3.69,-0.0,,96.17
2022-07-03T23:36:33.795712Z,126.4,3.64,0.01,9.7,96.19
2022-07-03T23:38:34.313298Z,127.46,3.68,0.01,9.7,96.19
2022-07-03T23:39:34.275266Z,127.1,3.66,0.01,9.7,96.21
2022-07-03T23:41:34.904312Z,126.74,3.65,0.0,9.7,96.19
2022-07-03T23:42:35.094504Z,128.32,3.74,,9.7,96.19
2022-07-03T23:44:35.549480Z,127.94,3.68,0.0,9.7,96.2
2022-07-03T23:45:35.590178Z,,3.69,-0.0,9.7,
2022-07-03T23:46:36.565691Z,126.9,,,,96.19
2022-07-03T23:47:36.740631Z,127.85,3.68,-0.01,9.7,96.16
2022-07-03T23:49:37.276385Z,126.56,3.65,0.0,9.69,96.14
2022-07-03T23:50:37.534782Z,127.35,3.67,0.01,,96.13
2022-07-03T23:52:37.806130Z,127.66,3.69,0.0,,96.15
2022-07-03T23:53:37.792504Z,128.45,3.69,0.0,9.69,96.13
2022-07-03T23:55:37.879475Z,127.83,3.68,0.0,,96.13
2022-07-03T23:56:37.838771Z,126.92,3.65,0.0,9.69,96.11
2022-07-03T23:58:38.521052Z,128.23,3.69,0.02,9.69,96.09
2022-07-03T23:59:38.478805Z,127.45,3.67,0.01,9.69,96.14
2022-07-04T00:01:39.735707Z,127.84,3.69,-0.0,9.69,96.13
2022-07-04T00:02:39.698467Z,127.42,3.64,0.0,9.69,96.12
2022-07-04T00:04:40.990312Z,127.59,3.68,0.01,9.69,96.12
2022-07-04T00:05:41.282293Z,126.97,3.65,-0.01,9.69,96.11
2022-07-04T00:07:42.204726Z,126.41,3.64,0.01,9.69,96.08
2022-07-04T00:09:42.980839Z,126.97,3.66,0.0,,96.1
2022-07-04T00:10:43.088628Z,127.04,3.65,0.0,9.69,96.08
2022-07-04T00:12:43.844748Z,127.11,3.67,0.0,,96.1
2022-07-04T00:13:43.844805Z,127.1,3.66,,9.68,96.05
2022-07-04T00:15:44.592289Z,127.83,3.69,0.01,,96.03
2022-07-04T00:16:44.566494Z,127.58,3.67,0.0,9.68,96.07
2022-07-04T00:18:45.499676Z,128.39,3.71,0.01,9.68,96.04
2022-07-04T00:19:46.349232Z,128.32,3.71,-0.01,9.68,95.98
2022-07-04T00:21:47.100114Z,128.85,3.71,0.0,9.68,95.95
2022-07-04T00:22:47.151853Z,128.85,3.72,0.01,,95.99
2022-07-04T00:24:47.589724Z,128.65,3.72,0.01,9.67,95.92
2022-07-04T00:25:48.279952Z,128.44,3.69,0.0,,95.93
2022-07-04T00:27:49.385360Z,127.77,3.69,0.01,9.66,95.88
2022-07-04T00:28:49.404957Z,,3.7,0.0,,
2022-07-04T00:29:50.283376Z,128.19,,,,
2022-07-04T00:30:50.327509Z,128.53,3.71,,9.66,95.86
2022-07-04T00:32:51.048237Z,128.68,3.73,-0.01,9.66,95.88
2022-07-04T00:33:51.118537Z,127.86,3.66,-0.01,,95.87
2022-07-04T00:35:52.048135Z,127.29,3.66,0.0,9.66,95.83
2022-07-04T00:36:52.370416Z,126.91,3.66,0.0,,95.77
2022-07-04T00:38:53.371188Z,126.71,3.66,-0.0,9.66,95.81
2022-07-04T00:39:53.491337Z,127.15,3.67,0.01,,95.81
2022-07-04T00:41:54.302103Z,127.67,,0.0,9.66,95.78
2022-07-04T00:42:54.879727Z,127.16,3.65,0.0,,95.82
2022-07-04T00:44:55.719260Z,127.21,3.67,0.0,9.66,95.82
2022-07-04T00:45:55.748252Z,127.17,3.67,,9.65,95.79
2022-07-04T00:47:56.430984Z,127.7,3.7,0.01,,95.81
2022-07-04T00:48:56.971510Z,128.47,3.7,0.0,9.66,
2022-07-04T00:50:57.625528Z,126.33,3.65,0.0,,95.81
2022-07-04T00:51:57.689084Z,127.03,3.66,0.01,9.66,95.79
2022-07-04T00:53:58.965657Z,126.88,3.65,-0.0,9.66,95.82
2022-07-04T00:54:59.304729Z,126.98,3.67,0.0,9.66,95.81
2022-07-04T00:56:59.593639Z,125.46,3.61,0.0,9.66,95.82
2022-07-04T00:58:59.821110Z,126.03,3.64,0.0,,95.8
2022-07-04T00:59:59.835471Z,125.83,3.62,0.01,9.66,95.8
2022-07-04T01:02:00.623406Z,125.81,3.6,-0.01,,95.81
2022-07-04T01:03:01.016261Z,124.6,3.6,-0.0,9.66,95.8
2022-07-04T01:05:01.680859Z,125.28,3.62,-0.01,,95.81
2022-07-04T01:06:02.066946Z,124.81,3.6,0.01,9.66,95.83
2022-07-04T01:08:03.058154Z,125.4,3.6,-0.01,,95.81
2022-07-04T01:09:03.324051Z,124.53,3.6,-0.0,9.66,95.8
2022-07-04T01:11:03.541390Z,125.8,3.64,,,95.86
2022-07-04T01:12:04.216268Z,126.67,3.64,0.01,9.66,95.86
2022-07-04T01:14:04.340528Z,125.9,3.63,-0.0,9.67,95.88
2022-07-04T01:15:04.514201Z,125.12,3.6,0.0,,95.88
2022-07-04T01:17:05.095301Z,125.26,3.61,0.0,9.67,95.85
2022-07-04T01:18:05.600816Z,124.46,3.59,0.0,9.66,95.87
2022-07-04T01:20:06.415472Z,125.11,3.6,0.0,9.67,95.89
2022-07-04T01:22:06.989271Z,125.05,3.61,0.01,9.67,95.91
2022-07-04T01:23:07.353082Z,125.76,3.63,-0.0,,95.93
2022-07-04T01:25:08.449119Z,125.09,3.6,0.01,9.67,95.92
2022-07-04T01:26:08.864485Z,125.54,3.62,-0.01,,95.92
2022-07-04T01:28:09.769687Z,124.49,3.59,0.0,9.67,95.95
2022-07-04T01:29:10.008563Z,124.97,3.61,0.0,,95.9
2022-07-04T01:31:10.765930Z,125.41,3.62,-0.0,9.67,95.95
2022-07-04T01:32:11.024776Z,124.66,3.59,0.01,9.67,95.92
2022-07-04T01:34:12.542454Z,125.04,3.61,0.01,9.67,95.94
2022-07-04T01:35:12.571228Z,124.15,3.57,0.0,9.67,95.92
